,MEMBER_NO,clusters
50329,14760,3.0
50330,44896,0.0
50331,16293,4.0
50332,10635,3.0
50333,11838,4.0
50334,51777,4.0
50335,1654,3.0
50336,13542,4.0
50337,35460,4.0
50338,56854,4.0
50339,36722,4.0
50340,5930,5.0
50341,30472,1.0
50342,43722,0.0
50343,55069,4.0
50344,50420,0.0
50345,29200,3.0
50346,62789,3.0
50347,7937,3.0
50348,12060,4.0
50349,25228,1.0
50350,37929,1.0
50351,39835,1.0
50352,6808,5.0
50353,5477,0.0
50354,6750,3.0
50355,25626,0.0
50356,51407,4.0
50357,33421,3.0
50358,18417,0.0
50359,37783,3.0
50360,26170,4.0
50361,36217,0.0
50362,46064,0.0
50363,55543,3.0
50364,20562,0.0
50365,50998,3.0
50366,4357,3.0
50367,60977,4.0
50368,43198,4.0
50369,26093,3.0
50370,46858,4.0
50371,1558,4.0
50372,51666,4.0
50373,13107,3.0
50374,18901,4.0
50375,55027,3.0
50376,48515,0.0
50377,30460,3.0
50378,20785,1.0
50379,15869,0.0
50380,26058,1.0
50381,36220,0.0
50382,11803,4.0
50383,41146,1.0
50384,57871,1.0
50385,35266,3.0
50386,36009,3.0
50387,14878,1.0
50388,30897,0.0
50389,44938,3.0
50390,22580,3.0
50391,19866,0.0
50392,30968,0.0
50393,54190,0.0
50394,56503,3.0
50395,21410,3.0
50396,11761,4.0
50397,10209,3.0
50398,16299,0.0
50399,43826,0.0
50400,7562,3.0
50401,60291,3.0
50402,18605,4.0
50403,60753,4.0
50404,4708,3.0
50405,61806,3.0
50406,22524,3.0
50407,21503,3.0
50408,41497,3.0
50409,41360,0.0
50410,34031,4.0
50411,41451,3.0
50412,50734,0.0
50413,45753,4.0
50414,22073,3.0
50415,21068,0.0
50416,55267,3.0
50417,52164,0.0
50418,1724,3.0
50419,14577,3.0
50420,27475,3.0
50421,28964,3.0
50422,5916,1.0
50423,40206,1.0
50424,58669,3.0
50425,33075,3.0
50426,29114,1.0
50427,26278,4.0
50428,35669,3.0
50429,52686,1.0
50430,8037,0.0
50431,37665,1.0
50432,47292,0.0
50433,31467,4.0
50434,41268,4.0
50435,54189,0.0
50436,48365,3.0
50437,59369,3.0
50438,62021,4.0
50439,40932,4.0
50440,33903,0.0
50441,49525,0.0
50442,60419,5.0
50443,59242,3.0
50444,50336,3.0
50445,31171,0.0
50446,49866,3.0
50447,59505,3.0
50448,61720,1.0
50449,58369,3.0
50450,62244,3.0
50451,1883,3.0
50452,28171,4.0
50453,644,3.0
50454,47567,0.0
50455,9089,1.0
50456,9936,4.0
50457,44103,3.0
50458,50860,0.0
50459,18602,0.0
50460,8260,0.0
50461,57462,0.0
50462,7459,3.0
50463,30133,0.0
50464,50337,4.0
50465,17401,0.0
50466,8588,0.0
50467,14519,4.0
50468,25864,3.0
50469,24537,3.0
50470,34222,0.0
50471,1132,3.0
50472,51613,4.0
50473,5172,0.0
50474,27588,4.0
50475,9769,1.0
50476,32338,4.0
50477,32983,3.0
50478,58048,0.0
50479,21037,3.0
50480,10441,4.0
50481,36518,0.0
50482,34270,1.0
50483,25242,3.0
50484,11610,0.0
50485,33689,1.0
50486,54074,1.0
50487,17373,3.0
50488,47961,4.0
50489,20358,4.0
50490,22750,4.0
50491,53048,3.0
50492,51325,0.0
50493,36618,0.0
50494,49290,0.0
50495,1976,3.0
50496,50252,5.0
50497,59968,0.0
50498,44790,1.0
50499,40737,3.0
50500,41951,4.0
50501,32507,3.0
50502,44848,3.0
50503,21433,3.0
50504,19009,3.0
50505,24787,3.0
50506,51694,5.0
50507,15576,3.0
50508,35238,3.0
50509,16503,4.0
50510,120,3.0
50511,34242,0.0
50512,22013,4.0
50513,36951,3.0
50514,51430,3.0
50515,25119,0.0
50516,8075,0.0
50517,5343,0.0
50518,57745,3.0
50519,3135,4.0
50520,19704,4.0
50521,59574,3.0
50522,44652,3.0
50523,32178,1.0
50524,1804,1.0
50525,47486,3.0
50526,37190,0.0
50527,32553,3.0
50528,42762,0.0
50529,54443,4.0
50530,37166,4.0
50531,61900,4.0
50532,41773,0.0
50533,11567,1.0
50534,8796,3.0
50535,21687,3.0
50536,35318,3.0
50537,47820,4.0
50538,40648,3.0
50539,5075,4.0
50540,17078,3.0
50541,267,4.0
50542,36483,0.0
50543,35508,3.0
50544,20986,3.0
50545,59469,4.0
50546,16210,4.0
50547,16543,0.0
50548,51123,1.0
50549,19429,0.0
50550,32359,0.0
50551,56975,4.0
50552,43603,1.0
50553,51634,4.0
50554,39339,0.0
50555,8131,0.0
50556,7435,3.0
50557,6150,4.0
50558,31742,0.0
50559,37170,3.0
50560,10904,0.0
50561,35057,3.0
50562,43178,1.0
50563,44191,1.0
50564,24323,3.0
50565,30634,3.0
50566,55352,4.0
50567,45423,3.0
50568,57846,1.0
50569,48261,0.0
50570,9531,3.0
50571,57442,0.0
50572,20042,4.0
50573,58823,3.0
50574,174,4.0
50575,47958,3.0
50576,24992,3.0
50577,29956,3.0
50578,28478,4.0
50579,45511,3.0
50580,9838,3.0
50581,3727,0.0
50582,10101,3.0
50583,17608,3.0
50584,12350,0.0
50585,53181,1.0
50586,45287,4.0
50587,48142,4.0
50588,54679,4.0
50589,41654,0.0
50590,60357,3.0
50591,37626,0.0
50592,8275,0.0
50593,525,0.0
50594,59622,0.0
50595,5520,3.0
50596,40210,4.0
50597,36059,4.0
50598,14911,3.0
50599,42454,4.0
50600,46378,0.0
50601,5546,4.0
50602,21940,4.0
50603,24590,0.0
50604,46658,3.0
50605,49278,0.0
50606,45130,3.0
50607,46277,4.0
50608,1313,3.0
50609,49850,1.0
50610,9252,0.0
50611,46735,3.0
50612,39349,3.0
50613,28963,3.0
50614,54644,0.0
50615,9285,0.0
50616,29770,0.0
50617,39521,0.0
50618,20210,3.0
50619,59580,3.0
50620,61647,3.0
50621,20711,4.0
50622,40317,3.0
50623,12115,0.0
50624,43340,3.0
50625,985,4.0
50626,4566,1.0
50627,13049,3.0
50628,23313,3.0
50629,54306,3.0
50630,41495,0.0
50631,1521,3.0
50632,39006,3.0
50633,7592,3.0
50634,23122,0.0
50635,22074,3.0
50636,48546,3.0
50637,16916,4.0
50638,61870,1.0
50639,17667,1.0
50640,28788,3.0
50641,13889,0.0
50642,19299,3.0
50643,6804,0.0
50644,2724,0.0
50645,36638,0.0
50646,1445,3.0
50647,25898,3.0
50648,3529,0.0
50649,11114,5.0
50650,34070,0.0
50651,36156,3.0
50652,38135,1.0
50653,40974,0.0
50654,46373,4.0
50655,18669,1.0
50656,20675,1.0
50657,14601,3.0
50658,50441,3.0
50659,32849,3.0
50660,31213,0.0
50661,58727,0.0
50662,10930,4.0
50663,54130,3.0
50664,55501,0.0
50665,27504,3.0
50666,45793,1.0
50667,57517,0.0
50668,32123,0.0
50669,40992,4.0
50670,54263,0.0
50671,54378,1.0
50672,36866,1.0
50673,18992,0.0
50674,384,3.0
50675,11837,4.0
50676,43542,0.0
50677,29535,0.0
50678,2100,0.0
50679,6259,4.0
50680,48302,0.0
50681,41159,1.0
50682,34237,4.0
50683,12481,1.0
50684,23549,0.0
50685,55456,4.0
50686,52557,3.0
50687,7307,1.0
50688,25509,3.0
50689,49848,4.0
50690,7747,0.0
50691,50328,3.0
50692,32348,4.0
50693,21272,0.0
50694,55447,3.0
50695,14405,0.0
50696,54922,1.0
50697,17129,0.0
50698,40315,0.0
50699,12239,1.0
50700,21496,3.0
50701,36943,0.0
50702,450,0.0
50703,21878,4.0
50704,49384,3.0
50705,4978,1.0
50706,1857,3.0
50707,33742,3.0
50708,56878,0.0
50709,55475,3.0
50710,41203,1.0
50711,39256,4.0
50712,42,3.0
50713,12550,3.0
50714,33002,3.0
50715,18522,0.0
50716,30125,1.0
50717,39582,3.0
50718,26199,1.0
50719,40994,0.0
50720,31257,3.0
50721,40899,4.0
50722,25516,0.0
50723,18052,0.0
50724,14232,1.0
50725,9728,0.0
50726,4431,0.0
50727,9928,0.0
50728,50857,0.0
50729,59375,0.0
50730,5832,4.0
50731,27195,3.0
50732,3286,1.0
50733,7197,4.0
50734,49554,1.0
50735,39452,3.0
50736,22149,0.0
50737,29389,1.0
50738,2818,0.0
50739,24471,0.0
50740,32560,0.0
50741,58704,0.0
50742,29635,0.0
50743,17092,3.0
50744,17196,0.0
50745,60104,0.0
50746,23956,3.0
50747,60010,1.0
50748,12035,3.0
50749,55385,3.0
50750,32500,4.0
50751,44902,4.0
50752,57124,0.0
50753,20408,5.0
50754,4380,0.0
50755,41323,0.0
50756,44294,4.0
50757,52800,3.0
50758,57657,1.0
50759,34405,4.0
50760,26572,3.0
50761,33470,0.0
50762,40925,0.0
50763,13483,1.0
50764,12051,3.0
50765,46696,4.0
50766,19358,3.0
50767,45105,3.0
50768,1050,4.0
50769,12146,3.0
50770,24155,1.0
50771,49810,0.0
50772,23760,0.0
50773,60206,3.0
50774,15688,4.0
50775,35056,4.0
50776,21575,4.0
50777,41490,3.0
50778,13746,3.0
50779,44384,0.0
50780,38552,1.0
50781,40487,5.0
50782,20045,0.0
50783,34850,4.0
50784,40152,0.0
50785,46755,0.0
50786,36673,3.0
50787,33379,4.0
50788,15362,3.0
50789,14204,0.0
50790,50943,0.0
50791,56788,0.0
50792,36326,1.0
50793,27620,3.0
50794,7225,0.0
50795,57500,3.0
50796,15783,4.0
50797,43618,3.0
50798,31190,3.0
50799,61699,0.0
50800,57850,0.0
50801,15424,0.0
50802,57945,3.0
50803,43825,4.0
50804,61971,3.0
50805,62005,3.0
50806,32597,3.0
50807,43288,3.0
50808,2839,4.0
50809,10249,0.0
50810,39302,0.0
50811,43934,3.0
50812,5650,3.0
50813,10615,0.0
50814,30502,0.0
50815,54448,0.0
50816,12121,0.0
50817,5539,4.0
50818,31690,0.0
50819,13337,0.0
50820,61038,0.0
50821,50138,1.0
50822,27779,4.0
50823,47572,4.0
50824,31797,4.0
50825,16069,3.0
50826,29849,3.0
50827,37761,3.0
50828,31777,0.0
50829,23139,0.0
50830,52222,4.0
50831,55615,4.0
50832,39142,3.0
50833,48306,3.0
50834,35107,3.0
50835,12548,0.0
50836,7951,3.0
50837,9096,3.0
50838,57253,3.0
50839,47596,0.0
50840,11111,4.0
50841,31640,3.0
50842,30638,4.0
50843,7337,4.0
50844,22833,0.0
50845,59860,4.0
50846,24737,0.0
50847,20759,0.0
50848,18518,3.0
50849,378,1.0
50850,48436,0.0
50851,59803,3.0
50852,15913,3.0
50853,61907,0.0
50854,46691,4.0
50855,10275,4.0
50856,62805,4.0
50857,8446,3.0
50858,25599,0.0
50859,8388,3.0
50860,52716,3.0
50861,54240,0.0
50862,15525,0.0
50863,55421,0.0
50864,52081,0.0
50865,659,0.0
50866,39811,3.0
50867,46025,0.0
50868,42868,3.0
50869,49705,0.0
50870,1896,0.0
50871,33748,1.0
50872,52469,3.0
50873,24963,3.0
50874,33804,1.0
50875,42030,3.0
50876,34901,3.0
50877,41610,0.0
50878,54522,0.0
50879,12062,3.0
50880,53811,0.0
50881,11820,0.0
50882,37865,3.0
50883,8627,3.0
50884,14682,0.0
50885,21456,0.0
50886,15755,0.0
50887,50855,0.0
50888,23916,0.0
50889,43925,0.0
50890,62422,0.0
50891,40390,1.0
50892,29799,0.0
50893,30261,3.0
50894,54284,4.0
50895,40874,0.0
50896,33152,3.0
50897,48732,4.0
50898,22348,3.0
50899,17010,3.0
50900,11347,0.0
50901,36397,4.0
50902,57501,1.0
50903,11925,0.0
50904,16880,0.0
50905,18291,1.0
50906,24745,0.0
50907,33722,3.0
50908,46488,0.0
50909,48758,0.0
50910,51782,0.0
50911,54312,0.0
50912,54883,1.0
50913,57053,3.0
50914,57236,4.0
50915,47323,3.0
50916,40161,3.0
50917,29306,1.0
50918,41876,0.0
50919,57991,0.0
50920,46320,3.0
50921,24648,3.0
50922,37684,0.0
50923,47798,1.0
50924,8892,0.0
50925,25668,3.0
50926,16364,0.0
50927,35384,1.0
50928,29819,3.0
50929,28054,3.0
50930,2605,0.0
50931,43039,0.0
50932,60733,3.0
50933,15257,3.0
50934,32088,3.0
50935,36120,1.0
50936,8445,0.0
50937,35072,4.0
50938,61202,4.0
50939,4915,3.0
50940,18572,3.0
50941,24202,3.0
50942,9984,0.0
50943,43518,3.0
50944,19103,4.0
50945,43584,3.0
50946,33480,0.0
50947,4934,4.0
50948,53191,
50949,30781,
50950,27293,
50951,43342,
50952,14804,
50953,34007,
50954,50025,
50955,2033,
50956,22299,
50957,48020,
50958,16427,
50959,60915,
50960,33472,
50961,62660,
50962,60003,
50963,45897,
50964,43061,
50965,3530,
50966,32568,
50967,17933,
50968,28727,
50969,11554,
50970,13603,
50971,52774,
50972,2484,
50973,20155,
50974,58445,
50975,2438,
50976,29328,
50977,39052,
50978,58441,
50979,49771,
50980,36475,
50981,2798,
50982,8691,
50983,50542,
50984,27729,
50985,29113,
50986,21322,
50987,39527,
50988,25501,
50989,3482,
50990,24475,
50991,34392,
50992,60461,
50993,60152,
50994,20088,
50995,40781,
50996,21432,
50997,10501,
50998,31938,
50999,5320,
51000,47379,
51001,14299,
51002,51357,
51003,50894,
51004,9951,
51005,39707,
51006,57807,
51007,41931,
51008,9235,
51009,3281,
51010,57665,
51011,56604,
51012,18480,
51013,6612,
51014,34199,
51015,60746,
51016,34596,
51017,41434,
51018,38398,
51019,3968,
51020,31449,
51021,49529,
51022,12729,
51023,25716,
51024,36913,
51025,56835,
51026,34509,
51027,43034,
51028,11031,
51029,49723,
51030,1362,
51031,1809,
51032,10099,
51033,11036,
51034,19466,
51035,27168,
51036,39076,
51037,39154,
51038,49706,
51039,58677,
51040,19315,
51041,26610,
51042,42520,
51043,26164,
51044,61437,
51045,60574,
51046,7086,
51047,6082,
51048,32596,
51049,25507,
51050,17041,
51051,50008,
51052,21844,
51053,26137,
51054,42527,
51055,8578,
51056,23673,
51057,38917,
51058,7472,
51059,26368,
51060,58207,
51061,25886,
51062,56909,
51063,14793,
51064,45406,
51065,23149,
51066,31349,
51067,25947,
51068,45085,
51069,30337,
51070,57624,
51071,54474,
51072,31624,
51073,9137,
51074,42876,
51075,33867,
51076,37559,
51077,36344,
51078,4303,
51079,17136,
51080,10777,
51081,45467,
51082,25398,
51083,27631,
51084,62414,
51085,34454,
51086,46244,
51087,432,
51088,16625,
51089,16952,
51090,33993,
51091,20634,
51092,48392,
51093,25717,
51094,54285,
51095,32518,
51096,53348,
51097,275,
51098,2435,
51099,33752,
51100,52358,
51101,41236,
51102,17878,
51103,52300,
51104,16937,
51105,22193,
51106,58567,
51107,32968,
51108,9891,
51109,25510,
51110,48649,
51111,9163,
51112,1173,
51113,32422,
51114,8176,
51115,40760,
51116,31545,
51117,19154,
51118,60158,
51119,40803,
51120,25331,
51121,6986,
51122,16094,
51123,25161,
51124,60336,
51125,48560,
51126,34656,
51127,8004,
51128,17189,
51129,39425,
51130,14369,
51131,23483,
51132,32418,
51133,1850,
51134,22546,
51135,44667,
51136,11658,
51137,29995,
51138,10046,
51139,17560,
51140,46420,
51141,58056,
51142,36925,
51143,59270,
51144,28555,
51145,9500,
51146,19102,
51147,16328,
51148,35793,
51149,819,
51150,25980,
51151,20993,
51152,58313,
51153,28541,
51154,50714,
51155,30321,
51156,60869,
51157,37871,
51158,4142,
51159,28708,
51160,13508,
51161,43482,
51162,24975,
51163,54383,
51164,22392,
51165,40968,
51166,947,
51167,43762,
51168,3875,
51169,43350,
51170,58213,
51171,11630,
51172,41824,
51173,52169,
51174,62330,
51175,51737,
51176,16572,
51177,22218,
51178,53653,
51179,13391,
51180,51621,
51181,61447,
51182,22124,
51183,52350,
51184,23361,
51185,7022,
51186,43442,
51187,50856,
51188,46576,
51189,715,
51190,53313,
51191,24780,
51192,56109,
51193,17993,
51194,53304,
51195,13428,
51196,49886,
51197,54888,
51198,15623,
51199,48792,
51200,19668,
51201,33085,
51202,37202,
51203,57826,
51204,10726,
51205,10752,
51206,53588,
51207,27127,
51208,36391,
51209,25230,
51210,27565,
51211,55819,
51212,25421,
51213,21778,
51214,22745,
51215,31851,
51216,11434,
51217,16351,
51218,31331,
51219,4029,
51220,55794,
51221,11591,
51222,33505,
51223,14407,
51224,15712,
51225,60376,
51226,24920,
51227,414,
51228,14773,
51229,26563,
51230,1782,
51231,30371,
51232,46633,
51233,60174,
51234,47206,
51235,15904,
51236,31493,
51237,54396,
51238,29926,
51239,34229,
51240,39537,
51241,25259,
51242,46352,
51243,47635,
51244,38811,
51245,10651,
51246,14830,
51247,41386,
51248,18829,
51249,38486,
51250,48411,
51251,23371,
51252,1806,
51253,58787,
51254,8331,
51255,37293,
51256,27515,
51257,25923,
51258,27211,
51259,51876,
51260,56519,
51261,48303,
51262,34349,
51263,35377,
51264,25159,
51265,35312,
51266,31273,
51267,30508,
51268,6897,
51269,4222,
51270,54865,
51271,15505,
51272,18418,
51273,1876,
51274,25447,
51275,49041,
51276,35862,
51277,36843,
51278,17519,
51279,10629,
51280,2999,
51281,5937,
51282,8233,
51283,10316,
51284,11182,
51285,15744,
51286,16621,
51287,18403,
51288,18512,
51289,20885,
51290,31486,
51291,33990,
51292,36702,
51293,36832,
51294,38764,
51295,39460,
51296,43045,
51297,47120,
51298,48865,
51299,51757,
51300,53996,
51301,60182,
51302,61331,
51303,16485,
51304,15835,
51305,26316,
51306,10357,
51307,973,
51308,54485,
51309,33957,
51310,18902,
51311,27064,
51312,33111,
51313,51433,
51314,25168,
51315,40553,
51316,14384,
51317,26584,
51318,53245,
51319,36144,
51320,19810,
51321,29638,
51322,57777,
51323,15578,
51324,28163,
51325,51623,
51326,50937,
51327,44402,
51328,51478,
51329,39112,
51330,3657,
51331,33334,
51332,61267,
51333,53448,
51334,25425,
51335,29422,
51336,39548,
51337,52960,
51338,22345,
51339,33875,
51340,54929,
51341,24795,
51342,19771,
51343,13775,
51344,39729,
51345,7680,
51346,40520,
51347,57572,
51348,51471,
51349,14725,
51350,32150,
51351,46089,
51352,43323,
51353,102,
51354,60956,
51355,44448,
51356,40893,
51357,43211,
51358,31263,
51359,22915,
51360,1849,
51361,40995,
51362,43330,
51363,19579,
51364,27458,
51365,45285,
51366,25353,
51367,16315,
51368,62057,
51369,56688,
51370,10792,
51371,49332,
51372,21918,
51373,34578,
51374,21317,
51375,58151,
51376,51812,
51377,24187,
51378,31530,
51379,37723,
51380,48141,
51381,20078,
51382,1559,
51383,26026,
51384,15320,
51385,56059,
51386,41891,
51387,4155,
51388,14413,
51389,48820,
51390,52636,
51391,37023,
51392,19976,
51393,42125,
51394,12683,
51395,5050,
51396,59874,
51397,15686,
51398,33103,
51399,34493,
51400,53915,
51401,2208,
51402,25571,
51403,4272,
51404,37769,
51405,4932,
51406,14627,
51407,7128,
51408,27139,
51409,32179,
51410,13777,
51411,33823,
51412,27502,
51413,19432,
51414,36031,
51415,103,
51416,52802,
51417,54381,
51418,30612,
51419,22479,
51420,42597,
51421,12930,
51422,10921,
51423,3140,
51424,5688,
51425,13118,
51426,17829,
51427,39949,
51428,46001,
51429,19277,
51430,54867,
51431,7061,
51432,15509,
51433,1256,
51434,34282,
51435,55589,
51436,25205,
51437,20094,
51438,22411,
51439,60962,
51440,37885,
51441,57415,
51442,22067,
51443,195,
51444,51640,
51445,55792,
51446,16300,
51447,4487,
51448,27113,
51449,33614,
51450,51743,
51451,54340,
51452,59786,
51453,6929,
51454,61453,
51455,7218,
51456,42615,
51457,2783,
51458,50321,
51459,47187,
51460,24209,
51461,1215,
51462,28994,
51463,33818,
51464,51714,
51465,55279,
51466,44954,
51467,7126,
51468,15045,
51469,7487,
51470,24480,
51471,33868,
51472,7456,
51473,13149,
51474,18223,
51475,50105,
51476,10649,
51477,56040,
51478,36200,
51479,28427,
51480,28481,
51481,16207,
51482,45438,
51483,13366,
51484,12235,
51485,33215,
51486,15433,
51487,6702,
51488,14470,
51489,16496,
51490,58480,
51491,32629,
51492,34705,
51493,44159,
51494,36126,
51495,7738,
51496,27594,
51497,6836,
51498,50743,
51499,37577,
51500,18343,
51501,49965,
51502,12423,
51503,27503,
51504,45315,
51505,17313,
51506,44304,
51507,26372,
51508,41720,
51509,37939,
51510,25479,
51511,37371,
51512,14938,
51513,57491,
51514,58259,
51515,478,
51516,25946,
51517,21833,
51518,39207,
51519,33428,
51520,46129,
51521,18125,
51522,58029,
51523,49713,
51524,23894,
51525,24343,
51526,59547,
51527,1089,
51528,39569,
51529,48217,
51530,1311,
51531,9429,
51532,27319,
51533,3927,
51534,31679,
51535,8034,
51536,15721,
51537,61715,
51538,17584,
51539,39621,
51540,8043,
51541,35531,
51542,11214,
51543,54875,
51544,60774,
51545,21289,
51546,42824,
51547,59150,
51548,44905,
51549,39218,
51550,15587,
51551,13727,
51552,32395,
51553,43414,
51554,48241,
51555,53665,
51556,50712,
51557,59373,
51558,34847,
51559,28034,
51560,35239,
51561,26793,
51562,26797,
51563,4170,
51564,3082,
51565,53062,
51566,4137,
51567,40448,
51568,27277,
51569,24955,
51570,11268,
51571,18615,
51572,54317,
51573,9157,
51574,16356,
51575,24595,
51576,29083,
51577,57602,
51578,5604,
51579,19957,
51580,52252,
51581,31671,
51582,25449,
51583,43576,
51584,16331,
51585,28629,
51586,27573,
51587,37654,
51588,15166,
51589,15158,
51590,33463,
51591,33464,
51592,36183,
51593,26141,
51594,40730,
51595,48647,
51596,43183,
51597,12722,
51598,10527,
51599,20527,
51600,10839,
51601,24032,
51602,1569,
51603,3299,
51604,34356,
51605,42034,
51606,27408,
51607,17987,
51608,26168,
51609,59105,
51610,13478,
51611,40948,
51612,36322,
51613,39116,
51614,14715,
51615,9209,
51616,26178,
51617,41442,
51618,41917,
51619,8322,
51620,22399,
51621,60303,
51622,32730,
51623,9132,
51624,5587,
51625,18560,
51626,4846,
51627,35051,
51628,20029,
51629,2728,
51630,20306,
51631,43459,
51632,45789,
51633,12901,
51634,26818,
51635,19622,
51636,61746,
51637,37579,
51638,21720,
51639,19419,
51640,55618,
51641,51732,
51642,54102,
51643,30320,
51644,56633,
51645,9109,
51646,45600,
51647,47025,
51648,44149,
51649,26539,
51650,44303,
51651,21017,
51652,24051,
51653,14500,
51654,29740,
51655,22646,
51656,11451,
51657,33891,
51658,13705,
51659,13299,
51660,18988,
51661,33750,
51662,58701,
51663,40595,
51664,59677,
51665,44806,
51666,17384,
51667,2603,
51668,11719,
51669,32051,
51670,59524,
51671,10156,
51672,10334,
51673,25729,
51674,48599,
51675,55807,
51676,50608,
51677,45082,
51678,18243,
51679,15300,
51680,16799,
51681,11316,
51682,50019,
51683,17052,
51684,23935,
51685,47536,
51686,51936,
51687,662,
51688,55486,
51689,39532,
51690,26353,
51691,15203,
51692,40101,
51693,35504,
51694,43331,
51695,40239,
51696,40458,
51697,13953,
51698,29988,
51699,57573,
51700,50512,
51701,9199,
51702,37211,
51703,40467,
51704,41961,
51705,55427,
51706,13300,
51707,14157,
51708,37230,
51709,7286,
51710,58427,
51711,18548,
51712,39340,
51713,15309,
51714,26035,
51715,26186,
51716,27099,
51717,51197,
51718,9013,
51719,39856,
51720,24389,
51721,34157,
51722,57484,
51723,7841,
51724,28429,
51725,26531,
51726,28938,
51727,30913,
51728,205,
51729,10743,
51730,37932,
51731,26327,
51732,40767,
51733,15046,
51734,24838,
51735,37362,
51736,42300,
51737,8790,
51738,25687,
51739,29060,
51740,48391,
51741,3949,
51742,23291,
51743,59245,
51744,16606,
51745,49865,
51746,12096,
51747,16128,
51748,46062,
51749,31372,
51750,36056,
51751,53792,
51752,8042,
51753,42838,
51754,16387,
51755,43501,
51756,61116,
51757,9140,
51758,30755,
51759,3224,
51760,19574,
51761,27975,
51762,38863,
51763,41306,
51764,51537,
51765,58255,
51766,48859,
51767,46709,
51768,44605,
51769,8397,
51770,37451,
51771,33958,
51772,14697,
51773,28477,
51774,58434,
51775,34323,
51776,56138,
51777,59182,
51778,7120,
51779,40603,
51780,4890,
51781,55564,
51782,34195,
51783,23196,
51784,47386,
51785,43607,
51786,39490,
51787,25487,
51788,2871,
51789,58317,
51790,53379,
51791,51624,
51792,33956,
51793,50612,
51794,62624,
51795,106,
51796,28820,
51797,20809,
51798,28020,
51799,50713,
51800,55214,
51801,50559,
51802,22572,
51803,13568,
51804,48001,
51805,53529,
51806,9064,
51807,20826,
51808,11832,
51809,51561,
51810,57613,
51811,51924,
51812,61718,
51813,38413,
51814,18292,
51815,21027,
51816,27922,
51817,35365,
51818,54143,
51819,55994,
51820,58370,
51821,45637,
51822,57969,
51823,20232,
51824,36035,
51825,47228,
51826,47523,
51827,41183,
51828,26890,
51829,46850,
51830,15099,
51831,30815,
51832,33262,
51833,51165,
51834,43724,
51835,20053,
51836,18850,
51837,19458,
51838,17194,
51839,7771,
51840,26757,
51841,53334,
51842,716,
51843,47415,
51844,32230,
51845,22670,
51846,53260,
51847,11868,
51848,37575,
51849,54404,
51850,7701,
51851,14093,
51852,16142,
51853,30858,
51854,57269,
51855,1547,
51856,20425,
51857,28114,
51858,34520,
51859,42766,
51860,51650,
51861,55357,
51862,60331,
51863,13691,
51864,57570,
51865,44336,
51866,39124,
51867,44550,
51868,55990,
51869,53301,
51870,50824,
51871,42822,
51872,10432,
51873,21221,
51874,34142,
51875,38893,
51876,48455,
51877,20861,
51878,16154,
51879,25945,
51880,41029,
51881,52447,
51882,62248,
51883,14752,
51884,10279,
51885,25616,
51886,16745,
51887,17760,
51888,20499,
51889,30500,
51890,29120,
51891,11584,
51892,58109,
51893,17303,
51894,40741,
51895,36516,
51896,33035,
51897,4212,
51898,9227,
51899,319,
51900,34514,
51901,50351,
51902,1183,
51903,3076,
51904,1286,
51905,7264,
51906,29796,
51907,11245,
51908,9145,
51909,4598,
51910,5899,
51911,20946,
51912,28974,
51913,13574,
51914,21147,
51915,47117,
51916,57506,
51917,10128,
51918,18191,
51919,8475,
51920,58430,
51921,49922,
51922,15792,
51923,10262,
51924,32211,
51925,28411,
51926,26105,
51927,61461,
51928,40628,
51929,52236,
51930,62553,
51931,48639,
51932,25884,
51933,26789,
51934,42659,
51935,34315,
51936,48695,
51937,51470,
51938,6010,
51939,920,
51940,60532,
51941,9702,
51942,21716,
51943,25370,
51944,43290,
51945,55751,
51946,15132,
51947,32130,
51948,44004,
51949,40573,
51950,41244,
51951,46960,
51952,28948,
51953,44174,
51954,42610,
51955,7926,
51956,41564,
51957,50237,
51958,37029,
51959,27158,
51960,37195,
51961,36579,
51962,48557,
51963,58715,
51964,1075,
51965,27434,
51966,32497,
51967,33623,
51968,40115,
51969,45513,
51970,48760,
51971,54561,
51972,57433,
51973,58087,
51974,61280,
51975,12338,
51976,59322,
51977,31479,
51978,42567,
51979,11809,
51980,11747,
51981,45056,
51982,52303,
51983,51112,
51984,27398,
51985,62485,
51986,39401,
51987,46904,
51988,26040,
51989,39281,
51990,10496,
51991,46254,
51992,32215,
51993,7152,
51994,40345,
51995,18288,
51996,41252,
51997,5076,
51998,6964,
51999,31088,
52000,9604,
52001,52527,
52002,22996,
52003,1660,
52004,41756,
52005,29172,
52006,35135,
52007,44215,
52008,36715,
52009,96,
52010,5941,
52011,43640,
52012,45655,
52013,17871,
52014,26250,
52015,22249,
52016,22935,
52017,42645,
52018,49438,
52019,27999,
52020,51994,
52021,60979,
52022,12446,
52023,37379,
52024,10955,
52025,58301,
52026,3574,
52027,36471,
52028,54871,
52029,35778,
52030,962,
52031,38676,
52032,41201,
52033,260,
52034,11909,
52035,17321,
52036,37335,
52037,45646,
52038,18273,
52039,13998,
52040,31376,
52041,31402,
52042,15495,
52043,53557,
52044,42041,
52045,52290,
52046,55165,
52047,10338,
52048,16139,
52049,56892,
52050,1411,
52051,29797,
52052,47072,
52053,42064,
52054,60543,
52055,50424,
52056,10228,
52057,10412,
52058,29,
52059,7858,
52060,61397,
52061,33978,
52062,14258,
52063,41249,
52064,51364,
52065,2989,
